California,Nevada,Renewable Biomass,2,"$286,200.00"
California,Orange,Renewable Biomass,1,"$84,857.00"
California,Placer,Energy Efficiency,16,"$525,989.73"
California,Placer,Renewable Biomass,5,"$485,753.81"
California,Plumas,Energy Efficiency,2,"$3,705.54"
California,Plumas,Renewable Biomass,18,"$1,440,519.13"
California,Plumas,Solar,2,"$24,030,858.00"
California,Riverside,Energy Efficiency,235,"$5,946,989.77"
California,Riverside,Renewable Biomass,19,"$5,761,310.97"
California,Riverside,Solar,3,"$367,005.00"
California,Sacramento,Anaerobic Digester,11,"$1,028,026.23"
California,Sacramento,Energy Efficiency,59,"$2,579,366.95"
California,Sacramento,Renewable Biomass,9,"$708,547.73"
California,Sacramento,Solar,1,"$138,829.00"
California,San Benito,Energy Efficiency,21,"$69,265.46"
California,San Benito,Solar,2,"$60,814.00"
California,San Bernardino,Energy Efficiency,66,"$2,437,995.39"
California,San Bernardino,Renewable Biomass,5,"$10,748.64"
California,San Bernardino,Solar,1,"$217,292.00"
California,San Diego,Energy Efficiency,38,"$134,114.30"
California,San Diego,Renewable Biomass,21,"$4,589,359.69"
California,San Diego,Solar,16,"$11,577,885.24"
California,San Francisco,Renewable Biomass,3,"$327,075.00"
California,San Joaquin,Anaerobic Digester,1,"$166,580.00"
California,San Joaquin,Energy Efficiency,522,"$20,682,253.52"
California,San Joaquin,Renewable Biomass,38,"$4,924,774.82"
California,San Joaquin,Solar,5,"$62,788.00"
California,San Luis Obispo,Energy Efficiency,36,"$147,086.93"
California,San Luis Obispo,Renewable Biomass,6,"$2,298,685.00"
California,San Luis Obispo,Solar,15,"$589,188.00"
California,San Mateo,Energy Efficiency,10,"$24,277.86"
California,San Mateo,Renewable Biomass,4,"$525,562.00"
California,Santa Barbara,Energy Efficiency,32,"$44,796.13"
California,Santa Barbara,Renewable Biomass,2,"$1,491,834.24"
California,Santa Barbara,Solar,2,"$16,261.00"
California,Santa Clara,Energy Efficiency,43,"$81,094.26"
California,Santa Clara,Renewable Biomass,4,"$1,093,783.00"
California,Santa Clara,Solar,1,"$4,600,000.00"
California,Santa Cruz,Energy Efficiency,18,"$33,812.20"
California,Santa Cruz,Other,1,"$17,380.35"
California,Santa Cruz,Renewable Biomass,8,"$230,552.76"
California,Shasta,Anaerobic Digester,6,"$1,964.76"
California,Shasta,Energy Efficiency,36,"$170,432.40"
California,Shasta,Renewable Biomass,77,"$9,797,216.00"
California,Shasta,Solar,2,"$69,846.00"
California,Sierra,Energy Efficiency,1,"$2,259.75"
California,Sierra,Renewable Biomass,2,"$84,222.00"
California,Siskiyou,Energy Efficiency,35,"$257,377.23"
California,Siskiyou,Renewable Biomass,13,"$2,156,261.00"
California,Siskiyou,Solar,2,"$72,173.00"
California,Solano,Energy Efficiency,55,"$909,034.97"
California,Solano,Solar,5,"$65,624.00"
California,Sonoma,Energy Efficiency,20,"$427,660.01"
California,Sonoma,Renewable Biomass,3,"$383,019.00"
